,Player,Nation,Pos,Squad,Age,Born,90s,Gls_Standard,Sh_Standard,SoT_Standard,SoT%_Standard,Sh/90_Standard,SoT/90_Standard,G/Sh_Standard,G/SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG/Sh_Expected,G-xG_Expected,np:G-xG_Expected
460,Mario Pineida,ec  ECU,DF,Fluminense,29,1992,3.7,0,1,0,0.0,0.27,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.03,0.0,0.0
461,Joaquín Piquerez,uy  URU,DF,Palmeiras,23,1998,24.7,0,19,5,26.3,0.77,0.20,0.00,0.00,23.9,0,0,0,1.0,1.0,0.06,-1.0,-1.0
462,Felipe Pires,br  BRA,"MF,FW",Juventude,26,1995,7.4,0,10,3,30.0,1.35,0.40,0.00,0.00,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
463,Rafael Pires,br  BRA,GK,Atlético Mineiro,32,1989,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
464,Lucas Piton,br  BRA,"DF,FW",Corinthians,21,2000,19.7,1,8,2,25.0,0.41,0.10,0.13,0.50,19.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4
465,Isidro Pitta,py  PAR,FW,Juventude,22,1999,26.8,5,67,22,32.8,2.50,0.82,0.07,0.23,18.2,1,0,1,6.5,5.7,0.08,-1.5,-0.7
466,Luan Polli,br  BRA,GK,Atl Goianiense,28,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
467,Diego Porfirio,br  BRA,DF,Coritiba,22,1999,5.0,0,4,0,0.0,0.80,0.00,0.00,,22.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
468,William Pottker,br  BRA,"FW,MF",Avaí,28,1993,21.9,3,40,14,35.0,1.83,0.64,0.05,0.14,20.3,0,1,2,4.3,3.3,0.08,-1.3,-1.3
469,Bruno Praxedes,br  BRA,MF,Bragantino,19,2002,6.5,1,19,4,21.1,2.91,0.61,0.05,0.25,15.8,0,0,0,2.2,2.2,0.12,-1.2,-1.2
470,Erick Pulgar,cl  CHI,MF,Flamengo,28,1994,3.9,0,2,1,50.0,0.51,0.25,0.00,0.00,30.9,0,0,0,0.0,0.0,0.02,0.0,0.0
471,Jean Pyerre,br  BRA,MF,Avaí,23,1998,8.4,1,12,3,25.0,1.43,0.36,0.08,0.33,24.2,5,0,0,0.8,0.8,0.07,+0.2,+0.2
472,Du Queiroz,br  BRA,MF,Corinthians,22,2000,28.9,2,33,8,24.2,1.14,0.28,0.06,0.25,24.4,0,0,0,2.0,2.0,0.06,0.0,0.0
473,Igor Rabello,br  BRA,DF,Atlético Mineiro,26,1995,6.7,1,5,2,40.0,0.75,0.30,0.20,0.50,8.8,0,0,0,0.4,0.4,0.08,+0.6,+0.6
474,Rafael,br  BRA,DF,Botafogo (RJ),31,1990,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
475,Caio Rafael,br  BRA,FW,Ceará,17,2004,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,29.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
476,Léo Rafael,br  BRA,"FW,MF",Ceará,20,2001,1.0,0,1,1,100.0,1.03,1.03,0.00,0.00,30.4,0,0,0,0.0,0.0,0.04,0.0,0.0
477,Zé Rafael,br  BRA,MF,Palmeiras,28,1993,28.5,3,55,13,23.6,1.93,0.46,0.05,0.23,19.0,4,0,0,4.1,4.1,0.08,-1.1,-1.1
478,Rafinha,br  BRA,DF,São Paulo,36,1985,28.5,0,3,0,0.0,0.11,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
479,Eric Ramires,br  BRA,"MF,FW",Bragantino,21,2000,12.9,1,11,4,36.4,0.86,0.31,0.09,0.25,22.5,0,0,0,1.0,1.0,0.09,0.0,0.0
480,Lucas Ramires,br  BRA,DF,Juventude,19,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
481,Ramon,br  BRA,DF,Bragantino,20,2001,8.0,0,3,1,33.3,0.37,0.12,0.00,0.00,20.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
482,Lucas Ramos,br  BRA,"MF,FW",Internacional,21,2001,0.9,0,4,2,50.0,4.62,2.31,0.00,0.00,31.0,1,0,0,0.1,0.1,0.02,-0.1,-0.1
483,Rafael Ramos,pt  POR,DF,Corinthians,27,1995,14.5,0,6,1,16.7,0.41,0.07,0.00,0.00,22.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
484,Raniele,br  BRA,"MF,DF",Avaí,25,1996,31.3,2,31,10,32.3,0.99,0.32,0.06,0.20,23.6,0,0,0,1.4,1.4,0.04,+0.6,+0.6
485,Wellington Rato,br  BRA,"FW,MF",Atl Goianiense,29,1992,30.9,8,96,28,29.2,3.11,0.91,0.08,0.29,21.3,7,0,0,7.4,7.4,0.08,+0.6,+0.6
486,Raul,br  BRA,MF,Bragantino,25,1996,27.5,0,14,1,7.1,0.51,0.04,0.00,0.00,30.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4
487,Pedro Raul,br  BRA,FW,Goiás,25,1996,30.5,19,89,39,43.8,2.92,1.28,0.18,0.41,14.1,0,3,3,12.3,10.2,0.12,+6.7,+5.8
488,Leonardo Realpe,ec  ECU,DF,Bragantino,20,2001,7.4,0,2,0,0.0,0.27,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
489,Rafinha Rech,br  BRA,"FW,MF",Juventude,19,2002,4.2,0,16,2,12.5,3.80,0.47,0.00,0.00,23.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8
490,Régis,br  BRA,MF,Coritiba,29,1992,8.5,1,11,4,36.4,1.29,0.47,0.09,0.25,18.7,1,0,0,1.0,1.0,0.09,0.0,0.0
491,Reinaldo,br  BRA,"DF,FW",São Paulo,32,1989,16.3,3,22,4,18.2,1.35,0.25,0.09,0.50,22.0,1,1,1,1.7,0.9,0.04,+1.3,+1.1
492,César Reis,br  BRA,GK,Juventude,26,1995,24.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
493,Renan,br  BRA,DF,Bragantino,19,2002,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
494,Robert Renan,br  BRA,DF,Corinthians,18,2003,10.0,0,3,0,0.0,0.30,0.00,0.00,,32.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
495,Renato,br  BRA,"DF,MF",Avaí,32,1990,11.3,0,17,5,29.4,1.51,0.44,0.00,0.00,27.2,0,0,0,1.1,1.1,0.07,-1.1,-1.1
496,Renê,br  BRA,DF,Internacional,29,1992,27.5,0,4,1,25.0,0.15,0.04,0.00,0.00,20.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
497,Réver,br  BRA,DF,Atlético Mineiro,37,1985,10.5,1,3,1,33.3,0.29,0.10,0.33,1.00,13.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9
498,Rhaldney,br  BRA,"MF,FW",Atl Goianiense,23,1998,2.0,0,2,0,0.0,1.02,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
499,Everton Ribeiro,br  BRA,"MF,FW",Flamengo,32,1989,19.9,2,24,13,54.2,1.21,0.65,0.08,0.15,17.8,1,0,0,2.7,2.7,0.11,-0.7,-0.7
500,Lucas Ribeiro,br  BRA,"DF,MF",Ceará,23,1999,5.6,1,2,1,50.0,0.36,0.18,0.50,1.00,9.4,0,0,0,0.3,0.3,0.17,+0.7,+0.7
501,Matheus Ribeiro,br  BRA,DF,Avaí,28,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
502,Wesley Ribeiro,br  BRA,"MF,FW",Corinthians,16,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
503,Ricardinho,br  BRA,FW,Atl Goianiense,20,2001,2.6,0,6,2,33.3,2.35,0.78,0.00,0.00,10.9,0,0,0,0.9,0.9,0.15,-0.9,-0.9
504,João Ricardo Riedi,br  BRA,GK,Ceará,33,1988,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
505,Vitor Ricardo,br  BRA,DF,Fortaleza,21,2000,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
506,Zé Ricardo,br  BRA,MF,América (MG),25,1996,2.6,0,3,0,0.0,1.17,0.00,0.00,,32.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
507,Richardson,br  BRA,MF,Ceará,30,1991,23.0,0,11,0,0.0,0.48,0.00,0.00,,29.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2
508,Rickson,br  BRA,"MF,FW",Atl Goianiense,23,1998,0.8,0,1,0,0.0,1.29,0.00,0.00,,13.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2
509,Emiliano Rigoni,ar  ARG,"FW,MF",São Paulo,28,1993,2.7,0,5,0,0.0,1.84,0.00,0.00,,25.2,1,0,0,0.2,0.2,0.05,-0.2,-0.2
510,Rikelme,br  BRA,DF,Cuiabá,18,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,18.3,0,0,0,0.0,0.0,0.01,0.0,0.0
511,Rikelmi,br  BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
512,Cristian Rivas,ve  VEN,MF,Cuiabá,25,1997,2.4,0,2,1,50.0,0.84,0.42,0.00,0.00,27.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
513,Zé Roberto,br  BRA,FW,Ceará,28,1993,8.2,2,14,6,42.9,1.71,0.73,0.07,0.17,17.7,0,1,1,1.8,1.0,0.07,+0.2,0.0
514,Robinho,br  BRA,MF,Coritiba,34,1987,9.8,0,7,1,14.3,0.71,0.10,0.00,0.00,21.3,1,0,0,0.3,0.3,0.05,-0.3,-0.3
515,Robson,br  BRA,"FW,MF",Fortaleza,30,1991,16.1,4,44,14,31.8,2.73,0.87,0.09,0.29,20.7,2,0,1,5.7,4.9,0.11,-1.7,-0.9
516,Felipe Rocha,br  BRA,FW,Avaí,19,2002,0.5,0,1,1,100.0,2.14,2.14,0.00,0.00,16.1,0,0,0,0.3,0.3,0.25,-0.3,-0.3
517,Kaique Rocha,br  BRA,DF,Internacional,20,2001,5.0,0,4,1,25.0,0.80,0.20,0.00,0.00,13.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3
518,Marcos Rocha,br  BRA,DF,Palmeiras,33,1988,25.0,0,2,0,0.0,0.08,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.02,0.0,0.0
519,Rodinei,br  BRA,DF,Flamengo,30,1992,9.8,0,5,1,20.0,0.51,0.10,0.00,0.00,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4
520,Élton Rodrigues Brandão,br  BRA,FW,Cuiabá,36,1985,3.3,1,6,2,33.3,1.82,0.61,0.00,0.00,16.2,0,1,1,1.4,0.6,0.10,-0.4,-0.6
521,Raphael Rodrigues,br  BRA,DF,Avaí,23,1999,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
522,Rodriguinho,br  BRA,MF,América (MG),18,2003,2.1,0,1,0,0.0,0.48,0.00,0.00,,34.0,0,0,0,0.0,0.0,0.02,0.0,0.0
523,Romarinho,br  BRA,"FW,MF",Fortaleza,27,1994,14.6,3,35,7,20.0,2.40,0.48,0.09,0.43,20.9,0,0,0,2.0,2.0,0.06,+1.0,+1.0
524,Braian Romero,ar  ARG,FW,Internacional,30,1991,3.8,2,13,6,46.2,3.38,1.56,0.15,0.33,13.3,0,0,0,2.0,2.0,0.15,0.0,0.0
525,Silvio Romero,ar  ARG,FW,Fortaleza,33,1988,12.9,2,32,11,34.4,2.49,0.85,0.06,0.18,15.0,1,0,1,4.6,3.8,0.12,-2.6,-1.8
526,Romulo,br  BRA,DF,Juventude,21,2000,1.9,1,1,1,100.0,0.53,0.53,1.00,1.00,6.1,0,0,0,0.4,0.4,0.35,+0.6,+0.6
527,Ronald,br  BRA,"MF,FW",Fortaleza,24,1997,11.7,0,9,1,11.1,0.77,0.09,0.00,0.00,23.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3
528,Ronaldo,br  BRA,GK,Atl Goianiense,25,1996,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
529,Budiga Roni,br  BRA,MF,Corinthians,22,1999,8.3,0,10,2,20.0,1.20,0.24,0.00,0.00,19.9,0,0,0,1.2,1.2,0.12,-1.2,-1.2
530,Rony,br  BRA,FW,Palmeiras,26,1995,26.5,12,83,26,31.3,3.13,0.98,0.14,0.46,13.5,0,0,0,11.4,11.4,0.14,+0.6,+0.6
531,Vitor Roque,br  BRA,FW,Atl Paranaense,16,2005,14.6,5,40,17,42.5,2.74,1.16,0.13,0.29,14.8,0,0,0,5.7,5.7,0.14,-0.7,-0.7
532,Ruan,br  BRA,"FW,MF",Juventude,16,2005,2.5,0,4,1,25.0,1.62,0.41,0.00,0.00,21.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
533,Rubens,br  BRA,"DF,MF",Atlético Mineiro,20,2001,13.7,1,21,5,23.8,1.54,0.37,0.05,0.20,22.8,0,0,0,0.9,0.9,0.04,+0.1,+0.1
534,Óscar Ruiz,py  PAR,"MF,FW",Juventude,30,1991,11.0,5,19,6,31.6,1.73,0.55,0.26,0.83,14.4,0,0,0,1.8,1.8,0.09,+3.2,+3.2
535,Rwan,br  BRA,"FW,MF",Santos,20,2001,5.2,2,17,7,41.2,3.30,1.36,0.06,0.14,15.9,0,1,1,2.4,1.6,0.09,-0.4,-0.6
536,João Victor Santos Sá,br  BRA,FW,Botafogo (RJ),27,1994,19.4,2,16,6,37.5,0.83,0.31,0.13,0.33,17.1,0,0,0,1.7,1.7,0.09,+0.3,+0.3
537,Matheus Sales,br  BRA,"MF,DF",Goiás,26,1995,19.9,0,13,2,15.4,0.65,0.10,0.00,0.00,22.4,0,0,0,1.0,1.0,0.08,-1.0,-1.0
538,Philipe Sampaio,br  BRA,DF,Botafogo (RJ),27,1994,12.5,0,4,0,0.0,0.32,0.00,0.00,,11.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3
539,Carlos Sánchez,uy  URU,MF,Santos,37,1984,8.7,0,15,3,20.0,1.73,0.35,0.00,0.00,23.1,5,0,0,0.7,0.7,0.05,-0.7,-0.7
540,Sandry,br  BRA,MF,Santos,19,2002,7.7,0,6,2,33.3,0.78,0.26,0.00,0.00,24.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
541,Alex Santana,br  BRA,MF,Atl Paranaense,26,1995,9.9,2,17,5,29.4,1.72,0.51,0.12,0.40,21.6,0,0,0,1.4,1.4,0.08,+0.6,+0.6
542,Santos,br  BRA,GK,Flamengo,31,1990,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
543,Ademir Santos,br  BRA,"FW,MF",Atlético Mineiro,26,1995,16.6,2,39,13,33.3,2.35,0.78,0.05,0.15,17.1,0,0,0,3.4,3.4,0.09,-1.4,-1.4
544,Chayene Santos,br  BRA,"MF,FW",Botafogo (RJ),31,1990,6.5,0,13,4,30.8,2.01,0.62,0.00,0.00,22.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8
545,Fábio Santos,br  BRA,DF,Corinthians,36,1985,17.4,3,7,3,42.9,0.40,0.17,0.14,0.33,16.0,0,2,2,2.0,0.4,0.06,+1.0,+0.6
546,Guilherme Santos,br  BRA,"FW,MF",Bragantino,20,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
547,Gustavo Santos,br  BRA,FW,Avaí,19,2002,0.2,0,1,0,0.0,4.74,0.00,0.00,,,,0,0,,,,,
548,Juan Santos,br  BRA,FW,São Paulo,19,2002,0.6,1,1,1,100.0,1.61,1.61,1.00,1.00,11.3,0,0,0,0.3,0.3,0.31,+0.7,+0.7
549,Júnior Santos,br  BRA,"FW,MF",Botafogo (RJ),27,1994,11.9,1,25,7,28.0,2.10,0.59,0.04,0.14,16.4,0,0,0,1.9,1.9,0.07,-0.9,-0.9
550,Luis Eduardo Marques dos Santos,br  BRA,DF,Atl Goianiense,24,1997,18.2,1,14,5,35.7,0.77,0.28,0.07,0.20,17.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2
551,Matheus Santos,br  BRA,MF,Goiás,23,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
552,Rafael Santos,br  BRA,DF,Coritiba,23,1998,12.7,0,9,1,11.1,0.71,0.08,0.00,0.00,27.4,1,0,0,0.2,0.2,0.02,-0.2,-0.2
553,Mateus Sarará,br  BRA,MF,Avaí,19,2002,4.8,1,3,1,33.3,0.63,0.21,0.33,1.00,27.5,0,0,0,0.1,0.1,0.02,+0.9,+0.9
554,Renzo Saravia,ar  ARG,"DF,MF",Botafogo (RJ),28,1993,20.2,0,12,3,25.0,0.60,0.15,0.00,0.00,18.5,0,0,0,1.4,1.4,0.11,-1.4,-1.4
555,Eduardo Sasha,br  BRA,"FW,MF",Atlético Mineiro,29,1992,14.3,3,39,13,33.3,2.72,0.91,0.08,0.23,15.6,0,0,0,4.2,4.2,0.11,-1.2,-1.2
556,Lucas Sasha,br  BRA,MF,Fortaleza,31,1990,14.1,1,13,5,38.5,0.92,0.35,0.08,0.20,20.5,0,0,0,0.8,0.8,0.06,+0.2,+0.2
557,Gustavo Sauer,br  BRA,"FW,MF",Botafogo (RJ),28,1993,3.2,0,8,3,37.5,2.51,0.94,0.00,0.00,24.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
558,Jefferson Savarino,ve  VEN,FW,Atlético Mineiro,25,1996,1.0,2,4,3,75.0,4.00,3.00,0.50,0.67,10.6,0,0,0,1.1,1.1,0.28,+0.9,+0.9
559,Sávio,br  BRA,"FW,MF",Atlético Mineiro,17,2004,2.4,1,6,2,33.3,2.55,0.85,0.17,0.50,19.1,0,0,0,0.6,0.6,0.10,+0.4,+0.4
560,Savio,br  BRA,DF,Goiás,26,1995,9.4,0,5,1,20.0,0.53,0.11,0.00,0.00,23.9,2,0,0,0.2,0.2,0.04,-0.2,-0.2
561,Gustavo Scarpa,br  BRA,"MF,FW",Palmeiras,28,1994,28.6,7,112,33,29.5,3.91,1.15,0.03,0.09,25.4,26,4,5,10.1,6.2,0.06,-3.1,-3.2
562,Cleiton Schwengber,br  BRA,GK,Bragantino,24,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
563,Shaylon,br  BRA,"FW,MF",Atl Goianiense,24,1997,15.0,3,31,11,35.5,2.06,0.73,0.10,0.27,21.9,1,0,0,1.7,1.7,0.05,+1.3,+1.3
564,Sidcley,br  BRA,"DF,MF",Cuiabá,28,1993,3.7,1,2,1,50.0,0.54,0.27,0.50,1.00,26.7,0,0,0,0.1,0.1,0.04,+0.9,+0.9
565,Sidimar,br  BRA,DF,Goiás,29,1992,5.0,0,3,0,0.0,0.60,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3
566,Sidnei,br  BRA,DF,Goiás,32,1989,3.3,0,2,0,0.0,0.61,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
567,Pablo Siles,uy  URU,MF,Atl Paranaense,24,1997,1.8,0,1,0,0.0,0.57,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0
568,Aderlan Silva,br  BRA,DF,Bragantino,31,1990,29.7,1,15,3,20.0,0.50,0.10,0.07,0.33,18.2,0,0,0,0.7,0.7,0.05,+0.3,+0.3
569,Bruno Silva,br  BRA,MF,Avaí,35,1986,28.9,0,14,2,14.3,0.48,0.07,0.00,0.00,16.1,0,0,0,1.6,1.6,0.11,-1.6,-1.6
570,Da Silva,br  BRA,DF,Goiás,20,2001,6.3,1,5,2,40.0,0.79,0.32,0.20,0.50,23.7,0,0,0,0.4,0.4,0.08,+0.6,+0.6
571,Cristiano da Silva Leite,br  BRA,DF,Fluminense,28,1993,8.3,0,11,5,45.5,1.32,0.60,0.00,0.00,24.8,0,0,0,0.6,0.6,0.05,-0.6,-0.6
572,Felipe Silva Lipe,br  BRA,DF,Avaí,19,2002,3.0,1,2,2,100.0,0.67,0.67,0.50,0.50,3.5,0,0,0,0.7,0.7,0.44,+0.3,+0.3
573,Lucas Silva,br  BRA,"FW,MF",Avaí,24,1998,1.2,0,2,0,0.0,1.64,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
574,Marcão Silva,br  BRA,"MF,DF",Cuiabá,31,1991,14.1,0,15,5,33.3,1.07,0.36,0.00,0.00,14.7,0,0,0,2.1,2.1,0.14,-2.1,-2.1
575,Márcio Silva,br  BRA,DF,Coritiba,20,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
576,Nathan Silva,br  BRA,DF,Atlético Mineiro,24,1997,19.2,0,10,1,10.0,0.52,0.05,0.00,0.00,7.1,0,0,0,1.3,1.3,0.13,-1.3,-1.3
577,Ricardo Silva,br  BRA,DF,América (MG),29,1992,8.3,0,4,0,0.0,0.48,0.00,0.00,,13.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
578,Miguel Silveira,br  BRA,"MF,FW",Bragantino,18,2003,6.3,1,10,6,60.0,1.59,0.96,0.10,0.17,16.3,1,0,0,0.9,0.9,0.09,+0.1,+0.1
579,Vinicius Silvestre,br  BRA,GK,Palmeiras,27,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
580,Jailson Siqueira,br  BRA,MF,Palmeiras,26,1995,0.2,0,1,0,0.0,4.74,0.00,0.00,,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0
581,Everton Soares,br  BRA,"FW,MF",Flamengo,25,1996,15.7,2,44,14,31.8,2.80,0.89,0.05,0.14,17.5,1,0,0,3.2,3.2,0.07,-1.2,-1.2
582,Tiquinho Soares,br  BRA,FW,Botafogo (RJ),31,1991,13.7,6,47,19,40.4,3.42,1.38,0.11,0.26,17.8,3,1,1,5.4,4.6,0.10,+0.6,+0.4
583,Fernando Sobral,br  BRA,MF,Ceará,27,1994,11.2,1,18,8,44.4,1.61,0.72,0.06,0.13,23.8,0,0,0,0.9,0.9,0.05,+0.1,+0.1
584,Yeferson Soteldo,ve  VEN,"FW,MF",Santos,24,1997,6.3,0,12,3,25.0,1.91,0.48,0.00,0.00,21.8,2,0,0,0.6,0.6,0.05,-0.6,-0.6
585,Yan Souto,br  BRA,DF,Goiás,20,2001,6.8,1,3,1,33.3,0.44,0.15,0.33,1.00,9.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8
586,Hugo Souza,br  BRA,GK,Flamengo,23,1999,14.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
587,Igor Vinícius de Souza,br  BRA,"DF,FW",São Paulo,24,1997,12.9,1,11,2,18.2,0.85,0.15,0.09,0.50,19.5,1,0,0,0.8,0.8,0.07,+0.2,+0.2
588,Bruno Tabata,br  BRA,FW,Palmeiras,24,1997,5.2,0,7,0,0.0,1.34,0.00,0.00,,,,0,0,,,,,
589,Tadeu,br  BRA,GK,Goiás,29,1992,38.0,0,1,0,0.0,0.03,0.00,0.00,,9.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1
590,Tailson,br  BRA,"FW,DF",Santos,22,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
591,Taison,br  BRA,"MF,FW",Internacional,34,1988,8.1,1,13,5,38.5,1.61,0.62,0.08,0.20,19.9,1,0,0,1.9,1.9,0.15,-0.9,-0.9
592,Tchê Tchê,br  BRA,MF,Botafogo (RJ),29,1992,25.7,1,18,4,22.2,0.70,0.16,0.06,0.25,21.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4
593,David Terans,uy  URU,MF,Atl Paranaense,27,1994,22.3,12,75,22,29.3,3.36,0.99,0.08,0.27,26.4,8,6,7,9.8,4.3,0.06,+2.2,+1.7
594,Miguel Terceros,bo  BOL,FW,Santos,17,2004,0.3,0,2,1,50.0,7.50,3.75,0.00,0.00,22.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
595,Thiago,br  BRA,GK,São Paulo,22,1999,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
596,Guilherme Tinga,br  BRA,DF,Fortaleza,28,1993,13.1,0,11,5,45.5,0.84,0.38,0.00,0.00,20.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7
597,Titi,br  BRA,DF,Fortaleza,33,1988,31.1,0,5,0,0.0,0.16,0.00,0.00,,13.6,0,0,0,0.5,0.5,0.11,-0.5,-0.5
598,Igor Torres,br  BRA,"FW,MF",Fortaleza,21,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
599,Jesús Trindade,uy  URU,MF,Coritiba,28,1993,14.6,0,9,3,33.3,0.62,0.21,0.00,0.00,28.3,1,0,0,0.2,0.2,0.02,-0.2,-0.2
600,Bruno Tubarão,br  BRA,"FW,MF",Bragantino,26,1995,5.0,0,9,4,44.4,1.79,0.79,0.00,0.00,20.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6
601,Uendel,br  BRA,DF,Cuiabá,33,1988,14.7,1,6,2,33.3,0.41,0.14,0.17,0.50,26.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8
602,Valdemir,br  BRA,MF,Coritiba,24,1997,6.9,0,19,4,21.1,2.77,0.58,0.00,0.00,29.8,1,0,0,0.5,0.5,0.03,-0.5,-0.5
603,Valdívia,br  BRA,"MF,FW",Cuiabá,27,1994,15.4,2,41,12,29.3,2.67,0.78,0.05,0.17,21.0,5,0,0,2.4,2.4,0.06,-0.4,-0.4
604,Vanderlan,br  BRA,DF,Palmeiras,19,2002,7.2,1,4,3,75.0,0.55,0.41,0.25,0.33,26.0,0,0,0,0.7,0.7,0.17,+0.3,+0.3
605,Guillermo Varela,uy  URU,DF,Flamengo,28,1993,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
606,Eduardo Vargas,cl  CHI,FW,Atlético Mineiro,32,1989,12.7,5,35,13,37.1,2.76,1.03,0.09,0.23,19.8,0,2,2,5.2,3.6,0.10,-0.2,-0.6
607,Matheus de Vargas,br  BRA,MF,Fortaleza,25,1996,4.6,0,15,5,33.3,3.23,1.08,0.00,0.00,25.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
608,Jhon Vasquez,co  COL,"FW,MF",Ceará,26,1995,4.6,0,7,4,57.1,1.52,0.87,0.00,0.00,17.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
609,Rafael Vaz,br  BRA,DF,Avaí,33,1988,15.5,0,19,4,21.1,1.22,0.26,0.00,0.00,27.2,7,0,0,0.6,0.6,0.03,-0.6,-0.6
610,Raphael Veiga,br  BRA,MF,Palmeiras,26,1995,14.0,3,37,8,21.6,2.64,0.57,0.03,0.13,23.3,2,2,3,4.6,2.3,0.06,-1.6,-1.3
611,Emiliano Velázquez,uy  URU,DF,Santos,27,1994,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
612,Fausto Vera,ar  ARG,MF,Corinthians,21,2000,14.5,0,26,4,15.4,1.80,0.28,0.00,0.00,22.6,0,0,0,1.2,1.2,0.05,-1.2,-1.2
