,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA90_SCA,PassLive_SCA Types,PassDead_SCA Types,TO_SCA Types,Sh_SCA Types,Fld_SCA Types,Def_SCA Types,GCA_GCA,GCA90_GCA,PassLive_GCA Types,PassDead_GCA Types,TO_GCA Types,Sh_GCA Types,Fld_GCA Types,Def_GCA Types
580,Jailson Siqueira,br  BRA,MF,Palmeiras,26,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
581,Everton Soares,br  BRA,"FW,MF",Flamengo,25,1996,15.7,65,4.13,41,3,10,6,5,0,11,0.70,7,0,2,2,0,0
582,Tiquinho Soares,br  BRA,FW,Botafogo (RJ),31,1991,13.7,40,2.91,21,0,6,6,6,1,3,0.22,2,0,0,1,0,0
583,Fernando Sobral,br  BRA,MF,Ceará,27,1994,11.2,32,2.87,26,0,3,1,2,0,1,0.09,1,0,0,0,0,0
584,Yeferson Soteldo,ve  VEN,"FW,MF",Santos,24,1997,6.3,32,5.09,25,1,3,1,2,0,1,0.16,1,0,0,0,0,0
585,Yan Souto,br  BRA,DF,Goiás,20,2001,6.8,4,0.59,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
586,Hugo Souza,br  BRA,GK,Flamengo,23,1999,14.3,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
587,Igor Vinícius de Souza,br  BRA,"DF,FW",São Paulo,24,1997,12.9,40,3.10,29,7,3,0,0,1,5,0.39,4,0,0,0,0,1
588,Bruno Tabata,br  BRA,FW,Palmeiras,24,1997,5.2,,,,,,,,,,,,,,,,
589,Tadeu,br  BRA,GK,Goiás,29,1992,38.0,11,0.29,5,6,0,0,0,0,1,0.03,1,0,0,0,0,0
590,Tailson,br  BRA,"FW,DF",Santos,22,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
591,Taison,br  BRA,"MF,FW",Internacional,34,1988,8.1,34,4.22,29,4,1,0,0,0,3,0.37,2,1,0,0,0,0
592,Tchê Tchê,br  BRA,MF,Botafogo (RJ),29,1992,25.7,30,1.17,23,0,1,1,5,0,1,0.04,0,0,0,0,1,0
593,David Terans,uy  URU,MF,Atl Paranaense,27,1994,22.3,79,3.54,42,18,7,10,2,0,8,0.36,4,0,1,3,0,0
594,Miguel Terceros,bo  BOL,FW,Santos,17,2004,0.3,3,11.25,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
595,Thiago,br  BRA,GK,São Paulo,22,1999,2.7,2,0.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
596,Guilherme Tinga,br  BRA,DF,Fortaleza,28,1993,13.1,32,2.45,24,6,1,0,0,1,6,0.46,5,0,1,0,0,0
597,Titi,br  BRA,DF,Fortaleza,33,1988,31.1,14,0.45,13,1,0,0,0,0,2,0.06,2,0,0,0,0,0
598,Igor Torres,br  BRA,"FW,MF",Fortaleza,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
599,Jesús Trindade,uy  URU,MF,Coritiba,28,1993,14.6,37,2.54,21,13,1,0,1,1,2,0.14,1,1,0,0,0,0
600,Bruno Tubarão,br  BRA,"FW,MF",Bragantino,26,1995,5.0,15,2.99,10,0,1,2,0,2,3,0.60,1,0,1,1,0,0
601,Uendel,br  BRA,DF,Cuiabá,33,1988,14.7,36,2.45,29,3,2,1,1,0,3,0.20,2,0,0,1,0,0
602,Valdemir,br  BRA,MF,Coritiba,24,1997,6.9,13,1.90,11,0,2,0,0,0,2,0.29,2,0,0,0,0,0
603,Valdívia,br  BRA,"MF,FW",Cuiabá,27,1994,15.4,54,3.52,34,5,7,4,3,1,2,0.13,1,0,0,1,0,0
604,Vanderlan,br  BRA,DF,Palmeiras,19,2002,7.2,15,2.07,14,0,0,0,1,0,1,0.14,1,0,0,0,0,0
605,Guillermo Varela,uy  URU,DF,Flamengo,28,1993,2.9,4,1.38,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
606,Eduardo Vargas,cl  CHI,FW,Atlético Mineiro,32,1989,12.7,39,3.08,35,0,1,1,2,0,3,0.24,3,0,0,0,0,0
607,Matheus de Vargas,br  BRA,MF,Fortaleza,25,1996,4.6,16,3.44,9,0,2,1,4,0,1,0.22,1,0,0,0,0,0
608,Jhon Vasquez,co  COL,"FW,MF",Ceará,26,1995,4.6,6,1.31,5,0,0,0,1,0,1,0.22,0,0,0,0,1,0
609,Rafael Vaz,br  BRA,DF,Avaí,33,1988,15.5,13,0.84,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0
610,Raphael Veiga,br  BRA,MF,Palmeiras,26,1995,14.0,54,3.86,29,13,4,5,2,1,6,0.43,3,2,0,1,0,0
611,Emiliano Velázquez,uy  URU,DF,Santos,27,1994,6.0,4,0.66,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0
612,Fausto Vera,ar  ARG,MF,Corinthians,21,2000,14.5,30,2.07,27,0,0,1,2,0,1,0.07,1,0,0,0,0,0
613,Gabriel Veron,br  BRA,"FW,MF",Palmeiras,19,2002,6.3,22,3.50,17,0,2,2,1,0,4,0.64,3,0,0,0,1,0
614,João Vialle,br  BRA,DF,Atl Paranaense,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
615,Marcos Victor,br  BRA,DF,Ceará,20,2001,4.0,3,0.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
616,Arturo Vidal,cl  CHI,MF,Flamengo,34,1987,9.3,33,3.56,26,4,0,0,2,1,3,0.32,3,0,0,0,0,0
617,Caio Vidal,br  BRA,"FW,MF",Internacional,21,2000,1.7,5,2.90,1,0,0,2,2,0,0,0.00,0,0,0,0,0,0
618,Elvis Vieira Araújo,br  BRA,"MF,FW",Goiás,31,1990,9.4,37,3.92,25,11,0,0,1,0,2,0.21,1,1,0,0,0,0
619,Gabriel Vieira,br  BRA,FW,Palmeiras,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
620,Luan Vieira,br  BRA,"MF,FW",Santos,28,1993,5.0,12,2.38,8,3,0,0,1,0,1,0.20,1,0,0,0,0,0
621,Marcos Vinicios Sorriso,br  BRA,FW,Bragantino,20,2001,15.0,22,1.47,21,0,0,1,0,0,4,0.27,4,0,0,0,0,0
622,Caio Vinícius,br  BRA,MF,Goiás,23,1999,17.3,16,0.92,12,0,0,1,1,2,0,0.00,0,0,0,0,0,0
623,Mateus Vital,br  BRA,"FW,MF",Corinthians,23,1998,8.2,28,3.40,20,2,1,2,1,2,2,0.24,2,0,0,0,0,0
624,Vitão,br  BRA,DF,Internacional,21,2000,31.0,6,0.19,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
625,João Vitor,br  BRA,MF,Coritiba,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
626,Vladimir,br  BRA,GK,Avaí,32,1989,22.5,3,0.13,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
627,Max Walef,br  BRA,GK,Fortaleza,28,1993,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
628,Walter,br  BRA,GK,Cuiabá,34,1987,27.4,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
629,Warley,br  BRA,"FW,MF",Coritiba,22,1999,6.2,13,2.09,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0
630,Welington,br  BRA,"DF,FW",São Paulo,20,2001,18.6,78,4.20,49,14,8,1,4,2,10,0.54,7,1,2,0,0,0
631,José Welison,br  BRA,MF,Fortaleza,26,1995,19.1,40,2.09,31,2,1,3,2,1,3,0.16,3,0,0,0,0,0
632,Weliton,cl  CHI,MF,Juventude,16,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
633,Wellington,br  BRA,DF,Avaí,26,1995,3.0,2,0.67,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
634,Welliton,br  BRA,"MF,FW",Bragantino,21,2000,1.1,7,6.12,4,1,2,0,0,0,0,0.00,0,0,0,0,0,0
635,Wendell,br  BRA,MF,Ceará,19,2002,0.1,2,16.36,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
636,Werik,br  BRA,FW,Bragantino,20,2001,5.7,6,1.05,3,0,2,0,1,0,1,0.17,0,0,1,0,0,0
637,Werton,br  BRA,FW,Flamengo,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
638,Wescley,br  BRA,MF,Ceará,30,1991,0.8,2,2.65,2,0,0,0,0,0,1,1.32,1,0,0,0,0,0
639,Wesley,br  BRA,FW,Palmeiras,22,1999,7.2,30,4.16,18,2,4,2,3,1,3,0.42,3,0,0,0,0,0
640,Weverson,br  BRA,MF,Bragantino,21,2000,0.5,2,4.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
641,Weverton,br  BRA,DF,Internacional,22,1999,0.5,2,4.00,0,1,0,0,1,0,0,0.00,0,0,0,0,0,0
642,Wéverton,br  BRA,GK,Palmeiras,34,1987,34.0,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
643,Rafael William,br  BRA,GK,Coritiba,20,2001,6.0,1,0.17,0,1,0,0,0,0,1,0.17,0,1,0,0,0,0
644,Xavier,br  BRA,MF,Corinthians,21,2000,1.8,3,1.65,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
645,Samuel Xavier,br  BRA,DF,Fluminense,31,1990,31.4,81,2.58,75,2,0,1,3,0,8,0.25,7,0,0,0,1,0
646,Yago,br  BRA,"MF,DF",Fluminense,26,1995,12.6,32,2.54,22,5,0,2,3,0,4,0.32,3,0,0,1,0,0
647,Ytalo,br  BRA,FW,Bragantino,34,1988,6.9,16,2.31,13,0,0,1,2,0,0,0.00,0,0,0,0,0,0
648,Marcos Ytalo,br  BRA,DF,Ceará,25,1996,1.8,5,2.80,2,2,0,0,0,1,1,0.56,1,0,0,0,0,0
649,Vinícius Zanocelo,br  BRA,MF,Santos,21,2001,22.3,64,2.88,47,0,5,10,0,2,3,0.13,2,0,0,1,0,0
650,Federico Zaracho,ar  ARG,"MF,FW",Atlético Mineiro,23,1998,20.9,66,3.15,56,0,2,6,1,1,6,0.29,5,0,0,1,0,0
