,Id,Name,Age,Nationality,Club,Value,Wage,Overall,Potential
14999,220886,Bill Tuiloma,25,New Zealand,Portland Timbers,€1.6M,€3K,68,73
15000,220889,Guillermo Donoso Alonso,23,Spain,SD Ponferradina,€700K,€2K,65,69
15001,220895,Abdulmajeed Al Sulayhim,26,Saudi Arabia,Al Nassr,€1.8M,€17K,69,72
15002,220896,Jose Manuel García Maurin,21,Spain,Extremadura UD,€625K,€2K,63,74
15003,220908,Andy Kawaya,20,Belgium,KV Mechelen,€675K,€4K,64,72
15004,220923,Lewis Brass,16,England,Carlisle United,€15K,€0,45,55
15005,220933,Alessandro Bellemo,21,Italy,SPAL,€230K,€2K,59,67
15006,220934,Carlos Rivas,24,Colombia,Atlético Nacional,€800K,€2K,66,68
15007,220938,Jorge Correa,27,Argentina,Clube Sport Marítimo,€1.5M,€6K,69,69
15008,220981,Johannes Vall,25,Sweden,IFK Norrköping,€130K,€1K,58,61
15009,220985,Johan Brattberg,23,Sweden,BK Häcken,€300K,€650,60,65
15010,220997,Mamadou Diallo,25,Senegal,Grenoble Foot 38,€575K,€2K,63,64
15011,221129,Brian Gielen,17,Belgium,KVC Westerlo,€60K,€2K,54,69
15012,221144,Alain Oyarzun Aguilar,25,Spain,CD Numancia,€1.1M,€5K,68,69
15013,221167,Cameron Dummigan,24,Northern Ireland,Dundalk,€525K,€650,62,66
15014,221197,Fred Onyedinma,23,Nigeria,Wycombe Wanderers,€1.5M,€5K,67,72
15015,221206,Daniel Björnquist,31,Sweden,Örebro SK,€300K,€1K,62,62
15016,221250,Gerónimo Poblete,27,Argentina,FC Metz,€2.7M,€13K,72,75
15017,221251,Gboly Ariyibi,23,United States,Motherwell,€1M,€3K,67,72
15018,221270,Grégoire Lefebvre,26,France,AS Nancy Lorraine,€525K,€1K,62,65
15019,221271,Théo Pellenard,26,France,Valenciennes FC,€1.4M,€3K,68,70
15020,221322,Eoghan O'Connell,24,Republic of Ireland,Rochdale,€1.2M,€2K,66,71
15021,221331,Luca Mazzitelli,24,Italy,Sassuolo,€2.4M,€15K,70,75
15022,221337,Alberto Iglio,18,Italy,Cesena,€35K,€2K,47,53
15023,221349,Joe Nuttall,23,England,Northampton Town,€500K,€2K,60,67
15024,221443,Samuel Mensiro,31,Ghana,Östersunds FK,€350K,€1K,63,63
15025,221457,Leo Fasan,23,Italy,Kilmarnock,€200K,€1K,60,65
15026,221487,José Luis Sierra,22,Chile,Unión Española,€425K,€1K,61,72
15027,221525,Sid Nelson,24,England,Tranmere Rovers,€550K,€2K,62,67
15028,221528,Nathan Konstandopoulos,24,Australia,Adelaide United,€325K,€800,60,63
15029,221531,Marko Maroši,26,Slovakia,Coventry City,€1.3M,€12K,68,72
15030,221534,Gary O'Neill,25,Republic of Ireland,Shamrock Rovers,€525K,€750,62,65
15031,221551,Emanuel Mammana,21,Argentina,Zenit St. Petersburg,€13.5M,€40K,77,88
15032,221589,Jai Ingham,26,New Zealand,Brisbane Roar,€220K,€1K,58,58
15033,221606,Julio Zúñiga,18,Argentina,River Plate,€100K,€2K,59,70
15034,221643,Do Hyeok Kim,28,Korea Republic,Incheon United FC,€1M,€2K,67,67
15035,221648,Yaseen Barnawi,26,Saudi Arabia,Al Taawoun,€775K,€6K,65,66
15036,221708,Luca Giannone,27,Italy,Ternana,€275K,€1K,61,61
15037,221732,Jose Roberto Assunção de Araujo,24,Brazil,Daegu FC,€350K,€2K,61,66
15038,221819,Boxuan Song,30,China PR,Henan Jianye FC,€700K,€4K,65,65
15039,217696,Azzeddine Doukha,33,Algeria,Al Raed,€275K,€5K,66,66
15040,217710,Martín Barragán,28,Mexico,Club Necaxa,€875K,€5K,66,66
15041,217718,Sonni Nattestad,25,Faroe Islands,Dundalk,€625K,€800,63,68
15042,217836,Uvaldo Luna,23,Mexico,Once Caldas,€2.4M,€2K,70,75
15043,217852,Kevin Molino,30,Trinidad & Tobago,Columbus Crew SC,€2.3M,€7K,72,72
15044,218430,Samir Saad,28,Egypt,,€0,€0,70,71
15045,218548,Aboubakar Oumarou,31,Cameroon,Al Qadisiyah,€675K,€8K,67,67
15046,218593,Stuart Moore,24,England,Milton Keynes Dons,€130K,€1K,58,63
15047,218656,Sascha Mockenhaupt,28,Germany,SV Wehen Wiesbaden,€725K,€3K,66,66
15048,218731,Alex Rambal,26,Colombia,La Equidad,€475K,€550,64,66
15049,218872,Lucas Silva Afonso,21,Brazil,Estoril Praia,€1.3M,€5K,69,76
15050,218922,George Davies,23,Sierra Leone,SKN St. Pölten,€875K,€3K,64,69
15051,218936,Luís Rafael Soares Alves,25,Portugal,SD Eibar,€4.2M,€8K,73,78
15052,218978,Alex Colón,26,Ecuador,Pachuca,€525K,€10K,67,68
15053,218980,Jose Johan Silva,22,Colombia,Patriotas Boyacá FC,€325K,€500,61,71
15054,219091,Juan Fuentes,25,Chile,Universidad Católica,€2.2M,€5K,68,75
15055,219133,Alexi Gómez,27,Peru,Alianza Lima,€625K,€500,64,64
15056,219158,Miller Mosquera,26,Colombia,Jaguares de Córdoba,€400K,€500,63,66
15057,219160,Víctor Cantillo,25,Colombia,Junior FC,€8M,€4K,75,80
15058,219174,Ramiro Carrera,26,Argentina,Atlético Tucumán,€1.5M,€7K,69,69
15059,219260,Felix Dornebusch,25,Germany,Eintracht Braunschweig,€500K,€2K,63,66
15060,219392,Alex Rufer,24,New Zealand,Wellington Phoenix,€650K,€1K,63,66
15061,219470,Cheikh N'Doye,32,Senegal,Angers SCO,€1.8M,€15K,71,71
15062,219482,Ryan Fulton,24,Scotland,Hamilton Academical FC,€500K,€950,62,68
15063,219566,Fred Friday,25,Nigeria,Strømsgodset IF,€825K,€2K,64,68
15064,219584,Luca Lezzerini,24,Italy,Venezia FC,€800K,€1K,67,73
15065,219617,Joaquín Arzura,27,Argentina,River Plate,€2.2M,€10K,71,74
15066,219625,Facundo Cardozo,22,Argentina,Arsenal de Sarandí,€900K,€6K,67,73
15067,219647,Agustín Vuletich,27,Argentina,Cúcuta Deportivo,€825K,€850,67,67
15068,219653,Hicham Khaloua,24,Morocco,Cádiz CF,€625K,€2K,64,69
15069,219663,Sven Kreyer,28,Germany,Viktoria Köln,€375K,€1K,63,63
15070,219674,Ventsislav Hristov,28,Bulgaria,SKA Khabarovsk,€925K,€15K,68,68
15071,219678,Lucas Mancinelli,29,Argentina,Patronato,€525K,€4K,65,65
15072,219679,Manuel Delgado,20,France,Toulouse Football Club,€400K,€4K,61,72
15073,219682,Bryan Constant,22,France,OGC Nice,€350K,€6K,61,70
15074,219731,Mattia Montini,28,Italy,Astra Giurgiu,€725K,€4K,65,65
15075,219756,Filip Marković,27,Serbia,Śląsk Wrocław,€375K,€2K,63,63
15076,219810,Jake Eyre,17,Wales,Sheffield United,€50K,€500,53,62
15077,219834,Alef Vieira Santos,21,Brazil,Joinville,€675K,€5K,65,73
15078,219847,Hyuri Henrique de Oliveira Costa,21,Brazil,Botafogo,€925K,€8K,68,81
15079,219871,Jimmy Medranda,26,Colombia,Seattle Sounders FC,€1.2M,€3K,68,68
15080,219896,Dávid Holman,27,Hungary,,€0,€0,69,70
15081,219912,Lebogang Manyama,29,South Africa,Kaizer Chiefs,€1.6M,€600,70,70
15082,219913,Ahmed Hamoudi,25,Egypt,Al Batin,€975K,€9K,68,69
15083,219918,Osvaldo Cabral,35,Argentina,River Plate Asunción,€130K,€500,68,68
15084,219941,Gabriel Castellón,26,Chile,CD Huachipato,€1.1M,€3K,68,70
15085,219948,Jason Cummings,24,Scotland,Shrewsbury,€1M,€3K,65,69
15086,219952,Liam Henderson,24,Scotland,Lecce,€1.7M,€2K,68,72
15087,219968,Abdoul Aziz Kaboré,22,Burkina Faso,Valenciennes FC,€400K,€2K,62,70
15088,219987,Nicolás Canales,31,Chile,Club Deportes Temuco,€900K,€3K,69,69
15089,220008,Calaum Jahraldo-Martin,24,Antigua & Barbuda,Newport County,€250K,€2K,60,62
15090,220014,Lewis Kinsella,22,England,Colchester United,€180K,€2K,59,65
15091,220030,Gaëtan Paquiez,26,France,Nîmes Olympique,€1.5M,€10K,69,70
15092,220057,Harry Lennon,25,England,Southend United,€400K,€2K,61,65
15093,220065,Ettore Gliozzi,24,Italy,AC Monza,€725K,€1K,63,68
15094,220070,Antonio Domínguez,26,Spain,LKS Lodz,€475K,€2K,64,64
15095,220118,Iliass Bel Hassani,26,Morocco,PEC Zwolle,€900K,€4K,67,68
15096,220127,João Pedro Pereira Silva,28,Portugal,CD Feirense,€550K,€4K,65,65
15097,220139,Sammie Szmodics,24,England,Peterborough United,€1.5M,€4K,67,72
15098,215425,Filip Sachpekidis,22,Sweden,Kalmar FF,€900K,€850,62,70
15099,215457,Josh Warren,18,England,Portsmouth,€35K,€500,53,62
15100,215468,Richard Wright,19,England,Fleetwood Town,€20K,€2K,47,54
15101,215477,Ivan Kecojević,32,Montenegro,Albacete BP,€650K,€3K,67,67
15102,215489,Maxence Derrien,26,France,FC Chambly Oise,€675K,€1K,64,65
15103,215496,Joeliton Lima Santos,27,Brazil,Santa Clara,€900K,€2K,66,67
15104,215501,Eldis Bajrami,25,North Macedonia,SKN St. Pölten,€350K,€3K,62,63
15105,215509,Vyacheslav Zinkov,23,Russia,Krylya Sovetov Samara,€300K,€4K,61,70
15106,215574,Erdal Rakip,24,Sweden,Malmö FF,€1.8M,€3K,68,73
15107,215582,Michał Masłowski,26,Poland,Piast Gliwice,€650K,€3K,66,66
15108,215594,Alexandru Vlad,30,Romania,FC Voluntari,€725K,€2K,66,66
15109,215615,Maikel Mesa Piñero,29,Spain,UD Las Palmas,€1M,€4K,67,67
15110,215650,Lucas Bijker,27,Netherlands,KV Mechelen,€1.3M,€6K,68,69
15111,215684,Kevin Mensah,29,Denmark,Brøndby IF,€350K,€4K,62,62
15112,215777,Mamadou Tounkara,21,Senegal,Lazio,€925K,€10K,65,76
15113,215901,Rafael Vaz dos Santos,29,Brazil,Universidad de Chile,€4.4M,€10K,74,74
15114,215927,Renaud Emond,28,Belgium,FC Nantes,€1.6M,€16K,70,70
15115,215942,Mohamed El Makrini,32,Netherlands,IK Start,€550K,€1K,65,65
15116,215950,Jack Thomas,21,England,Mansfield Town,€160K,€3K,58,61
15117,216019,Damián Musto,33,Argentina,SD Huesca,€1.2M,€15K,72,72
15118,216154,Jordan Elsey,26,Australia,Adelaide United,€775K,€1K,65,67
15119,216183,Simon Handle,27,Germany,Viktoria Köln,€900K,€2K,66,66
15120,216186,Philipp Zulechner,30,Austria,FC Erzgebirge Aue,€850K,€3K,66,66
15121,216191,Dankler Luís de Jesus Pedreira,28,Brazil,Vissel Kobe,€1.3M,€5K,69,70
15122,216199,Patrick Mainka,25,Germany,1. FC Heidenheim 1846,€3.2M,€17K,73,74
15123,216206,Badr Rahhaoui,17,Norway,Sarpsborg 08 FF,€140K,€2K,57,64
15124,216229,Rémy Dugimont,34,France,AJ Auxerre,€875K,€5K,71,71
15125,216249,Paul Milde,24,Germany,Chemnitzer FC,€350K,€500,62,66
15126,216291,Yves Angani Kayiba,22,DR Congo,FC Metz,€130K,€2K,58,63
15127,216297,Ahmed Waseem Razeek,22,Sri Lanka,FC Rot-Weiß Erfurt,€500K,€500,62,72
15128,216314,Mauro Olivi,31,Argentina,Audax Italiano,€550K,€6K,66,66
15129,216335,Yuriy Gazinskiy,30,Russia,,€0,€0,74,74
15130,216359,Dorian Diring,28,France,SV Waldhof Mannheim,€850K,€2K,66,66
15131,216408,Lukas Spalvis,25,Lithuania,1. FC Kaiserslautern,€600K,€1K,63,65
15132,216420,Bobley Anderson,22,Ivory Coast,AD Alcorcón,€925K,€3K,68,75
15133,216427,Oleksandr Volovyk,30,Ukraine,Shakhtar Donetsk,€300K,€500,64,64
15134,216444,Mohamed Gouaida,27,Tunisia,SV Waldhof Mannheim,€500K,€1K,63,63
15135,216453,Liam Shephard,25,Wales,Newport County,€875K,€3K,65,68
15136,216479,Armando Sadiku,29,Albania,BB Erzurumspor,€1.2M,€7K,68,68
15137,216503,Charles Elie Laprevotte,26,France,1. FC Magdeburg,€400K,€1K,63,64
15138,216526,Alex Gogić,26,Cyprus,Hibernian,€1M,€3K,66,69
15139,216534,Roberto Rodriguez,28,Switzerland,KFC Uerdingen 05,€650K,€3K,66,66
15140,216540,William Eskelinen,23,Sweden,Aarhus GF,€975K,€3K,66,70
15141,216633,Ögmundur Kristinsson,31,Iceland,Olympiacos CFP,€550K,€500,67,67
15142,216639,Ezekiel Henty,23,Nigeria,Lokomotiv Moscow,€900K,€10K,66,73
15143,216701,Hernán Menosse,33,Uruguay,Deportivo Cali,€900K,€2K,71,71
15144,216741,Ming-Yang Yang,23,Switzerland,Wolverhampton Wanderers,€200K,€9K,59,63
15145,216750,Patrik Carlgren,28,Sweden,Randers FC,€1.3M,€8K,71,71
15146,216834,Manuel Perez,29,France,Grenoble Foot 38,€1.2M,€4K,69,69
15147,216920,Jessy Reindorf,21,Rwanda,Bury,€50K,€500,53,60
15148,216981,Gervane Kastaneer,24,Curacao,Coventry City,€725K,€8K,63,68
15149,217096,Joe Lumley,25,England,Queens Park Rangers,€1.2M,€3K,67,72
15150,217138,Luís Carlos Almada Soares,34,Cape Verde,Politehnica Iaşi,€325K,€3K,65,65
15151,217152,Sam Topliss,19,England,Hull City,€35K,€2K,53,63
15152,217190,Andrés Flores,29,El Salvador,Portland Timbers,€850K,€3K,66,66
15153,217338,Jari Vandeputte,17,Belgium,KAA Gent,€190K,€3K,61,73
15154,217441,Sosha Makani,33,Iran,Mjøndalen IF,€400K,€1K,68,68
15155,217540,Diaranké Fofana,29,France,FC Chambly Oise,€300K,€1K,63,63
15156,217652,Kaito Yamamoto,30,Japan,Vissel Kobe,€130K,€1K,59,59
15157,214477,Andrés Correa,34,Colombia,Once Caldas,€1.2M,€3K,72,72
15158,214495,Elvis Mosquera,28,Colombia,Once Caldas,€775K,€2K,68,68
15159,214506,Román Torres,34,Panama,Seattle Sounders FC,€400K,€3K,68,68
15160,214515,Marlon Piedrahita,35,Colombia,Junior FC,€725K,€2K,72,72
15161,214525,David Richards,26,Wales,Crewe Alexandra,€275K,€1K,60,64
15162,214583,Cristian Vargas,30,Colombia,Millonarios FC,€675K,€1K,67,67
15163,214603,Farid Díaz,36,Colombia,Nacional Asunción,€230K,€500,67,67
15164,214608,Alejandro Bernal,31,Colombia,Atlético Bucaramanga,€400K,€550,65,65
15165,214609,Sherman Cárdenas,30,Colombia,Junior FC,€2.3M,€4K,72,72
15166,214610,Wilder Guisao,27,Colombia,Jaguares de Córdoba,€1.1M,€1K,69,69
15167,214615,Jefferson Duque,33,Colombia,Atlético Nacional,€900K,€3K,69,69
15168,214621,Ciarán O'Connor,20,Republic of Ireland,Bohemian FC,€250K,€500,59,69
15169,214643,Octávio Merlo Manteca,20,Brazil,Fiorentina,€300K,€5K,63,73
15170,214661,Gaspar Iñiguez,26,Argentina,Coquimbo Unido,€1.1M,€1K,66,69
15171,214662,Reinaldo Lenis,27,Colombia,Club Atlético Banfield,€3.2M,€13K,73,73
15172,214682,Joe Wright,25,Wales,Doncaster Rovers,€675K,€2K,63,69
15173,214725,Sam Ramsbottom,20,England,Galway United,€50K,€500,47,58
15174,214746,Fernando Saavedra,33,Chile,CD Everton de Viña del Mar,€375K,€1K,66,66
15175,214759,Ronald de la Fuente,29,Chile,Colo-Colo,€625K,€2K,65,65
15176,214762,Nicolás Avellaneda,27,Argentina,Defensa y Justicia,€700K,€3K,65,68
15177,214777,Leandro Díaz,28,Argentina,Estudiantes de La Plata,€1.6M,€11K,70,70
15178,214839,Roberto Saldías,24,Chile,Santiago Wanderers,€325K,€2K,61,64
15179,214840,Andrés Robles,24,Chile,San Luis de Quillota,€1M,€2K,68,73
15180,214919,Diego Rojas,25,Chile,Unión La Calera,€1.8M,€2K,68,73
15181,214923,Mohammed Qasem,25,Saudi Arabia,Al Faisaly,€875K,€4K,65,68
15182,214929,Francisco Varela Martín,25,Spain,Os Belenenses,€1.7M,€3K,69,72
15183,214991,Jessy Pi,26,France,Stade Malherbe Caen,€1.6M,€5K,69,70
15184,214992,Patricio Vidal,24,Argentina,Club Atlético Sarmiento,€675K,€4K,65,68
15185,214995,Walter Kannemann,24,Argentina,Club Atlas,€1.8M,€20K,71,75
15186,214998,Mauro Bogado,34,Argentina,Club Atlético Huracán,€675K,€9K,70,70
15187,215011,Mauro Maidana,27,Argentina,Argentinos Juniors,€210K,€3K,61,61
15188,215026,Pablo Magnín,30,Argentina,Club Atlético Tigre,€325K,€3K,61,61
15189,215036,Fernando Cornejo,23,Chile,Universidad de Chile,€775K,€3K,65,74
15190,215050,Diego Braghieri,33,Argentina,San Lorenzo de Almagro,€1.1M,€14K,72,72
15191,215053,Matías Zaldivia,29,Argentina,Colo-Colo,€1.6M,€6K,71,71
15192,215077,Hernán Villalba,26,Paraguay,Newell's Old Boys,€1.4M,€35K,70,70
15193,215083,Maximiliano Urruti,29,Argentina,Houston Dynamo,€1.2M,€4K,68,68
15194,215085,Rodrigo Naranjo,39,Chile,Deportes Iquique,€80K,€650,67,67
15195,215089,Enzo Kalinski,33,Argentina,Estudiantes de La Plata,€1.5M,€13K,73,73
15196,215112,Rodrigo Contreras,24,Argentina,Club Atlético Aldosivi,€850K,€3K,64,68
15197,215129,Misael Dávila,27,Chile,Unión Española,€550K,€2K,65,65
15198,215132,Sebastián Moyano,29,Argentina,Unión de Santa Fe,€2.1M,€9K,73,73
15199,215169,Facundo Castillón,32,Argentina,Club Atlético Aldosivi,€500K,€4K,66,66
15200,215178,Erik Godoy,26,Argentina,Vancouver Whitecaps FC,€1.5M,€4K,69,71
15201,215180,Mariano Echeverría,35,Argentina,Club Atlético Tigre,€120K,€6K,68,68
15202,215182,Iván Bella,27,Argentina,Arsenal de Sarandí,€675K,€4K,66,66
15203,215193,Lucas Menossi,27,Argentina,San Lorenzo de Almagro,€3.2M,€17K,73,73
15204,215196,Martín Galmarini,38,Argentina,Club Atlético Tigre,€130K,€2K,64,64
15205,215228,Cristian Lema,30,Argentina,Newell's Old Boys,€4.6M,€14K,75,75
15206,215234,Ismael Quílez,30,Argentina,Central Córdoba,€725K,€4K,66,66
15207,215268,Víctor Aquino,32,Paraguay,Rionegro Águilas,€600K,€1K,67,67
15208,215302,François Marquet,25,Belgium,KV Oostende,€775K,€3K,64,67
15209,215358,Marcelo Meli,28,Argentina,Racing Club,€1.4M,€9K,69,69
15210,215365,Luca Forte,24,Italy,Pescara,€200K,€850,59,62
15211,215373,Sander Coopman,25,Belgium,Royal Antwerp FC,€1.1M,€6K,66,69
15212,215384,Alhassane Keita,28,Guinea,Os Belenenses,€875K,€3K,66,66
15213,215388,Jérémy Cordoval,30,France,La Berrichonne de Châteauroux,€725K,€2K,66,66
15214,215398,Alie Sesay,22,Sierra Leone,Barnet,€150K,€2K,57,65
15215,215408,Aaron Chapman,30,England,Motherwell,€220K,€1K,61,61
15216,215424,Calum Ferguson,20,Canada,Inverness Caledonian Thistle,€80K,€2K,52,60
15217,213061,Mu Kanazaki,31,Japan,Nagoya Grampus,€1.2M,€4K,69,69
15218,213093,Jack Clisby,28,Australia,Central Coast Mariners,€350K,€650,62,62
15219,213125,Dan Twardzik,24,Germany,Motherwell,€170K,€3K,59,62
15220,213136,Steeven Willems,29,France,Sporting de Charleroi,€1.3M,€8K,70,70
15221,213155,Kevin Lokko,24,England,Harrogate Town,€200K,€1K,56,61
15222,213206,Brad Stuver,29,United States,New York City FC,€400K,€2K,64,64
15223,213253,Hernán Grana,32,Argentina,,€0,€0,69,69
15224,213260,Santiago Montoya,28,Colombia,Millonarios FC,€1.4M,€3K,69,69
15225,213311,Alvaro Ampuero,21,Peru,Parma,€190K,€2K,60,69
15226,213334,Karim Coulibaly,26,France,Willem II,€425K,€3K,63,64
15227,213335,Mamadou Kondo,23,Mali,Al Shoulla,€110K,€2K,58,61
15228,213377,Hazaa Al Hazaa,28,Saudi Arabia,Ettifaq FC,€725K,€8K,65,65
15229,213452,Unai Albizua Urquijo,28,Spain,Cultural Leonesa,€2.8M,€7K,72,73
15230,213456,Stephen Buyl,25,Belgium,KSV Cercle Brugge,€650K,€4K,65,66
15231,213482,Nika Kacharava,26,Georgia,Lech Poznań,€950K,€4K,66,66
15232,213486,Dmitriy Efremov,24,Russia,PFC CSKA Moscow,€1.2M,€14K,68,73
15233,213510,Khalid Nasser,23,Saudi Arabia,Al Shabab,€30K,€2K,45,50
15234,213534,Darren Tinnelly,22,Republic of Ireland,Shelbourne FC,€30K,€750,50,57
15235,213581,Martín Nervo,29,Argentina,Club Atlas,€2.5M,€20K,73,73
15236,213589,Joaquín Muñoz,29,Chile,Audax Italiano,€375K,€1K,63,64
15237,213613,Simon Gustafson,25,Sweden,FC Utrecht,€2.3M,€10K,71,73
15238,213615,Ronwen Williams,28,South Africa,,€0,€0,69,71
15239,213644,Andreas Geipl,28,Germany,1. FC Heidenheim 1846,€1.2M,€11K,69,69
15240,213678,Kieran O'Hara,24,Republic of Ireland,Burton Albion,€775K,€1K,62,70
15241,213695,Sean Goss,24,England,Shrewsbury,€1.1M,€2K,65,70
15242,213717,Petteri Forsell,29,Finland,Stal Mielec,€1M,€2K,67,67
15243,213835,Jens Martin Gammelby,25,Denmark,Lyngby BK,€675K,€4K,64,66
15244,213836,Oliver Sigurjónsson,24,Iceland,FK Bodø/Glimt,€120K,€800,56,62
15245,213878,Welinton Júnior Ferreira dos Santos,27,Brazil,Shonan Bellmare,€1.4M,€4K,68,69
15246,213929,Dmytro Grechyshkin,25,Ukraine,Shakhtar Donetsk,€4.5M,€1K,73,78
15247,213933,Linus Wahlqvist,23,Sweden,IFK Norrköping,€1.5M,€2K,67,73
15248,213942,Dayron Pérez,37,Colombia,Jaguares de Córdoba,€35K,€2K,63,63
15249,213979,Yonatan Murillo,25,Colombia,Independiente Santa Fe,€525K,€2K,65,66
15250,213993,Francesco Forte,26,Italy,Castellammare di Stabia,€1.1M,€6K,68,69
15251,214004,Diego Peralta,34,Colombia,Cúcuta Deportivo,€650K,€1K,70,70
15252,214012,Andrés Escobar,28,Colombia,Cúcuta Deportivo,€1.1M,€1K,69,69
15253,214016,Hárrison Mojica,26,Colombia,Jaguares de Córdoba,€1.1M,€900,68,69
15254,214018,Juan David Cabezas,28,Colombia,Houston Dynamo,€925K,€4K,69,69
15255,214028,César Amaya,28,Colombia,Deportivo Pasto,€375K,€700,63,63
15256,214035,Jefferson Martínez,25,Colombia,Millonarios FC,€975K,€800,69,72
15257,214049,Daniel Restrepo,26,Colombia,Atlético Bucaramanga,€275K,€500,61,64
15258,214065,Hans Salinas,29,Chile,Deportes Iquique,€625K,€1K,66,66
15259,214083,Yannick Cortie,21,Netherlands,FC Utrecht,€600K,€5K,60,66
15260,214146,Elvis Perlaza,31,Colombia,Millonarios FC,€1.7M,€4K,72,72
15261,214157,Luis Mena,26,Colombia,Independiente Medellín,€850K,€1K,65,68
15262,214158,Yeison Gordillo,27,Colombia,Deportes Tolima,€2.6M,€2K,71,74
15263,214171,Cristian Peña,21,Colombia,Deportes Quindío,€160K,€0,60,71
15264,214208,Leonardo Pico,28,Colombia,Junior FC,€1.2M,€2K,69,69
15265,214258,Mathías Riquero,35,Uruguay,Club Deportes Temuco,€250K,€2K,69,69
15266,214271,Alvaro Salazar,26,Chile,Unión Española,€600K,€2K,66,70
15267,214272,Pablo Soto,23,Chile,Colo-Colo,€450K,€2K,63,73
15268,214307,Ignacio Caroca,23,Chile,Deportes Iquique,€400K,€1K,62,71
15269,214319,Francisco Rodríguez,33,Colombia,Deportivo Pasto,€500K,€900,67,67
15270,214341,Jonathan Ávila,28,Colombia,Club Atlético Grau,€500K,€500,64,64
15271,214401,Héctor Urrego,26,Colombia,Curicó Unido,€1.2M,€2K,69,72
15272,214421,Freddy Hinestroza,30,Colombia,Junior FC,€2.3M,€4K,72,72
15273,214424,Jason Silva,25,Chile,CD Palestino,€1M,€4K,68,69
15274,214429,Leonardo Valencia,29,Chile,Colo-Colo,€1.4M,€5K,69,69
15275,214471,Arled Cadavid,28,Colombia,América de Cali,€325K,€500,63,65
15276,211783,Bruno Pereira Mendes,25,Brazil,Cerezo Osaka,€1.8M,€5K,69,71
15277,211792,James Pearson,26,England,Macclesfield Town,€140K,€2K,59,59
15278,211820,Phil Ofosu-Ayeh,27,Ghana,Wolverhampton Wanderers,€325K,€12K,63,63
15279,211827,Philipp Klewin,26,Germany,FC Erzgebirge Aue,€1.1M,€3K,67,71
15280,211881,Quirin Moll,29,Germany,TSV 1860 München,€600K,€800,65,65
15281,211901,Lucas Hufnagel,26,Georgia,SpVgg Unterhaching,€1M,€2K,66,67
15282,211989,Marco Rapp,23,Germany,SpVgg Greuther Fürth,€110K,€3K,59,63
15283,212060,Luciano da Rocha Neves,24,Brazil,Panathinaikos FC,€4.2M,€1K,72,77
15284,212063,Adel Gafaiti,23,Algeria,Yeovil Town,€230K,€2K,60,64
15285,212079,Michael Pérez,26,Mexico,Querétaro,€2.7M,€21K,71,74
15286,212104,Jaime Gómez,26,Mexico,Club Tijuana,€1.7M,€11K,70,71
15287,212106,Dylan Connolly,25,Republic of Ireland,St. Mirren,€700K,€2K,64,65
15288,212107,Adis Jahović,33,North Macedonia,Göztepe SK,€1.5M,€19K,72,72
15289,212130,Mario Maloča,31,Croatia,Lechia Gdańsk,€500K,€3K,65,65
15290,212146,Billy King,26,Scotland,St. Patrick's Athletic,€375K,€600,61,62
15291,212174,David Moyo,25,Zimbabwe,Hamilton Academical FC,€450K,€2K,61,64
15292,212197,Daniel Heuer Fernandes,27,Portugal,Hamburger SV,€1.7M,€7K,71,73
15293,212224,Gonzalo Bueno,26,Uruguay,Liverpool Fútbol Club,€1.3M,€600,68,68
15294,212226,Dan Nistor,32,Romania,Universitatea Craiova,€1.8M,€9K,72,72
15295,212247,Oliver Schnitzler,23,Germany,SC Preußen Münster,€400K,€800,63,70
15296,212255,Sixten Mohlin,24,Sweden,Östersunds FK,€450K,€650,62,66
15297,212351,Pedro Franco,28,Colombia,América de Cali,€1M,€1K,69,70
15298,212358,Michael Petrasso,22,Canada,Montreal Impact,€275K,€2K,61,65
15299,212372,Antón de Vicente Adrio,23,Spain,RC Celta,€100K,€2K,58,62
15300,212374,Jefferson Nogueira Junior,26,Brazil,Gazişehir Gaziantep F.K.,€1.2M,€5K,67,68
15301,212383,Nico Brandenburger,24,Germany,SC Preußen Münster,€375K,€950,62,67
15302,212388,Adam King,24,Scotland,Dundee United,€350K,€1K,59,64
15303,212414,Oscar Sorto,21,United States,LA Galaxy,€400K,€2K,63,69
15304,212420,Mouhamadou-Naby Sarr,26,Senegal,Huddersfield Town,€1.3M,€11K,68,70
15305,212440,Seok Hwa Jung,29,Korea Republic,Gangwon FC,€850K,€3K,66,66
15306,212443,Simone Pasa,25,Italy,Pordenone,€800K,€1K,66,69
15307,212445,Isaac Donkor,23,Ghana,SK Sturm Graz,€1.1M,€7K,68,73
15308,212450,Yong Ji Park,27,Korea Republic,Seongnam FC,€525K,€1K,63,63
15309,212457,Omar Vásquez,28,Colombia,Rionegro Águilas,€775K,€1K,67,67
15310,212470,Maximiliano Rodriguez,27,Uruguay,San Luis de Quillota,€2.5M,€4K,71,71
15311,212519,Romain Philippoteaux,32,France,Stade Brestois 29,€1.3M,€11K,70,70
15312,212535,Aaron Calver,24,Australia,Western United FC,€575K,€600,63,66
15313,212538,Jaroslav Navrátil,25,Czech Republic,Heracles Almelo,€900K,€8K,67,68
15314,212573,Vitalijs Maksimenko,26,Latvia,Bruk-Bet Termalica Nieciecza,€150K,€2K,59,60
15315,212599,Sana Zaniou,20,Burkina Faso,Toulouse Football Club,€675K,€5K,64,73
15316,212632,William Dutoit,30,France,KV Oostende,€1.2M,€7K,70,70
